number,value,datetime_start,datetime_complete,duration,params_bagging_fraction,params_bagging_freq,params_feature_fraction,params_learning_rate,params_min_data_in_leaf,params_num_leaves,state
32,0.1572088874649252,2025-12-07 09:57:10.188732,2025-12-07 10:08:53.010960,0 days 00:11:42.822228,0.8702601525974829,4,0.7430481835422993,0.04194597845725215,16,229,COMPLETE
33,0.15619792027482543,2025-12-07 10:08:53.012213,2025-12-07 10:19:40.864791,0 days 00:10:47.852578,0.8496931948104471,4,0.7881098535059775,0.06611599628642977,27,212,COMPLETE
34,0.1573176775683461,2025-12-07 10:19:40.869173,2025-12-07 10:29:41.566885,0 days 00:10:00.697712,0.8446693770446789,4,0.7196779927508872,0.04670769339626174,27,212,COMPLETE
35,0.1632212396720519,2025-12-07 10:29:41.569298,2025-12-07 10:42:58.670859,0 days 00:13:17.101561,0.8926233884003018,5,0.8354240690022009,0.016296113532691493,17,227,COMPLETE
36,0.3737849669973657,2025-12-07 10:42:58.673549,2025-12-07 10:57:14.391438,0 days 00:14:15.717889,0.9046517307181465,4,0.7824954380638826,0.001001462260971989,37,185,COMPLETE
37,0.15665064547638333,2025-12-07 10:57:14.392849,2025-12-07 11:08:10.449751,0 days 00:10:56.056902,0.8492337787037619,5,0.8257350667389987,0.07594800829854183,28,209,COMPLETE
38,0.1589400370470812,2025-12-07 11:08:10.451231,2025-12-07 11:21:21.796231,0 days 00:13:11.345000,0.9547953292272727,4,0.8607733601857087,0.030459303805581244,27,224,COMPLETE
39,0.21106877455315215,2025-12-07 11:21:21.798655,2025-12-07 11:37:04.895018,0 days 00:15:43.096363,0.8767604562847402,5,0.7290611889840418,0.0025159691435698225,17,246,COMPLETE
40,0.1715145146556566,2025-12-07 11:37:04.898005,2025-12-07 11:48:31.225252,0 days 00:11:26.327247,0.9002523603578413,4,0.7514701182995388,0.013469981336302832,42,147,COMPLETE
41,0.15535163039471372,2025-12-07 11:48:31.226655,2025-12-07 12:00:50.758245,0 days 00:12:19.531590,0.9121888670496288,4,0.7822821804526112,0.07223065307700839,31,242,COMPLETE
42,0.1557383809234857,2025-12-07 12:00:50.760991,2025-12-07 12:12:14.112769,0 days 00:11:23.351778,0.9142340057492099,4,0.7816234625415602,0.06879763113595623,32,221,COMPLETE
43,0.15627710327153893,2025-12-07 12:12:14.115279,2025-12-07 12:24:06.556527,0 days 00:11:52.441248,0.9596704136849391,4,0.7055031800211954,0.04901926656557053,33,231,COMPLETE
44,0.1558059255765573,2025-12-07 12:24:06.558999,2025-12-07 12:38:50.495240,0 days 00:14:43.936241,0.9101041824747407,4,0.7707788634412804,0.07563015952499415,36,243,COMPLETE
45,0.15793105336281177,2025-12-07 12:38:50.496964,2025-12-07 12:49:56.212995,0 days 00:11:05.716031,0.9485268521416512,5,0.7208250694304059,0.03555230149433055,22,221,COMPLETE
46,0.1863894383819488,2025-12-07 12:49:56.214475,2025-12-07 12:59:58.479792,0 days 00:10:02.265317,0.9721882778004037,4,0.7506197690150237,0.008682091740480192,31,100,COMPLETE
47,0.17468793620188977,2025-12-07 12:59:58.481299,2025-12-07 13:16:31.190150,0 days 00:16:32.708851,0.9155366957588047,5,0.7796025398629892,0.006020823628368362,15,248,COMPLETE
48,0.15680291360686463,2025-12-07 13:16:31.193994,2025-12-07 13:27:16.679686,0 days 00:10:45.485692,0.8951604061293528,4,0.85573352352086,0.057912019081869194,20,206,COMPLETE
49,0.18058868717329418,2025-12-07 13:27:16.683125,2025-12-07 13:34:03.076261,0 days 00:06:46.393136,0.9970031398866501,5,0.752995737922248,0.02517848131445632,39,59,COMPLETE
