number,value,datetime_start,datetime_complete,duration,params_bagging_fraction,params_bagging_freq,params_feature_fraction,params_learning_rate,params_min_data_in_leaf,params_num_leaves,state
34,0.156301506292639,2025-12-07 00:31:53.535945,2025-12-07 00:45:47.872660,0 days 00:13:54.336715,0.912512322831249,4,0.842349620406339,0.07382305355659768,68,256,COMPLETE
35,0.19570296736994394,2025-12-07 00:45:47.875733,2025-12-07 00:50:17.250502,0 days 00:04:29.374769,0.9846873293971422,3,0.7440203205453728,0.05651859957306101,35,16,COMPLETE
36,0.1578380348522932,2025-12-07 00:50:17.252617,2025-12-07 01:03:06.380084,0 days 00:12:49.127467,0.8890376627213401,5,0.7871399600356839,0.038280888229786966,60,236,COMPLETE
37,0.17305524846479603,2025-12-07 01:03:06.384494,2025-12-07 01:19:48.035456,0 days 00:16:41.650962,0.9735681803365994,4,0.8172636980406436,0.007101223531120995,42,235,COMPLETE
38,0.1548127975156167,2025-12-07 01:19:48.041611,2025-12-07 01:31:30.330981,0 days 00:11:42.289370,0.9208924098748327,5,0.834631822588647,0.07321816510351337,31,244,COMPLETE
39,0.1628584359870071,2025-12-07 01:31:30.334461,2025-12-07 01:44:15.768542,0 days 00:12:45.434081,0.8636312829057571,5,0.8741387973322312,0.019162137349219847,22,204,COMPLETE
40,0.27268653499938944,2025-12-07 01:44:15.771392,2025-12-07 02:00:43.785670,0 days 00:16:28.014278,0.8353762776617644,5,0.8388454895670228,0.0015297296101949814,32,248,COMPLETE
41,0.15550301535603078,2025-12-07 02:00:43.789583,2025-12-07 02:12:25.586443,0 days 00:11:41.796860,0.9212797033016923,4,0.8106905071635367,0.06781809801438443,38,230,COMPLETE
42,0.15572079575967546,2025-12-07 02:12:25.588929,2025-12-07 02:24:08.067310,0 days 00:11:42.478381,0.9023723407001799,5,0.8608437998942621,0.07455059453933387,38,228,COMPLETE
43,0.1554956329075514,2025-12-07 02:24:08.074511,2025-12-07 02:36:34.035637,0 days 00:12:25.961126,0.8995209933524225,5,0.8589726959388365,0.0693343564389166,39,245,COMPLETE
44,0.15573643818010505,2025-12-07 02:36:34.037611,2025-12-07 02:48:22.729175,0 days 00:11:48.691564,0.897792813223468,5,0.8645761266463364,0.07054711674598184,37,231,COMPLETE
45,0.17706694255133235,2025-12-07 02:48:22.731451,2025-12-07 02:55:03.896503,0 days 00:06:41.165052,0.917438895235043,5,0.8863560879038082,0.03073579195127447,23,61,COMPLETE
46,0.15737556101145186,2025-12-07 02:55:03.898964,2025-12-07 03:05:26.388119,0 days 00:10:22.489155,0.90101984010172,5,0.9255079982228639,0.06303051269498888,30,182,COMPLETE
47,0.1575843117692363,2025-12-07 03:05:26.391344,2025-12-07 03:16:27.372871,0 days 00:11:00.981527,0.8753564949735664,5,0.8625775615133501,0.0444728128541535,13,205,COMPLETE
48,0.15622162509638754,2025-12-07 03:16:27.375168,2025-12-07 03:27:52.479956,0 days 00:11:25.104788,0.7970799206367123,5,0.838422934207635,0.07507277357179344,34,228,COMPLETE
49,0.1971283412782886,2025-12-07 03:27:52.481733,2025-12-07 03:43:18.030045,0 days 00:15:25.548312,0.8657152313688977,5,0.7819476815099423,0.0034149009947276854,100,244,COMPLETE
