number,value,datetime_start,datetime_complete,duration,params_bagging_fraction,params_bagging_freq,params_feature_fraction,params_learning_rate,params_min_data_in_leaf,params_num_leaves,state
15,0.16221671963501919,2025-12-08 01:48:19.109297,2025-12-08 01:59:21.083910,0 days 00:11:01.974613,0.9277688967356603,3,0.9079908821889843,0.04421604895001805,98,154,COMPLETE
16,0.16260218832824708,2025-12-08 01:59:21.085476,2025-12-08 02:12:49.180398,0 days 00:13:28.094922,0.9232330111160498,5,0.8306703639487685,0.021059098194595744,68,214,COMPLETE
17,0.18470945191194849,2025-12-08 02:12:49.181906,2025-12-08 02:26:41.044445,0 days 00:13:51.862539,0.9159350303316784,3,0.7793385144905618,0.005914738758408569,50,155,COMPLETE
18,0.15944836747844246,2025-12-08 02:26:41.046633,2025-12-08 02:38:30.050702,0 days 00:11:49.004069,0.8202644604944755,5,0.8813513236099305,0.06011628456615186,82,209,COMPLETE
19,0.15972862416134115,2025-12-08 02:38:30.052154,2025-12-08 02:53:20.059954,0 days 00:14:50.007800,0.9517142898641455,3,0.9503394349236787,0.024929590899718797,38,248,COMPLETE
20,0.15979731076229392,2025-12-08 02:53:20.061460,2025-12-08 03:03:18.007761,0 days 00:09:57.946301,0.8914555940407921,2,0.7515308564593627,0.05797664050214291,68,152,COMPLETE
21,0.15964051044931388,2025-12-08 03:03:18.009634,2025-12-08 03:15:44.399928,0 days 00:12:26.390294,0.813813737201234,5,0.889203313030783,0.057635651031406714,86,211,COMPLETE
22,0.16068468752289816,2025-12-08 03:15:44.402506,2025-12-08 03:28:45.604917,0 days 00:13:01.202411,0.8127325718130052,5,0.8425500903941304,0.03653708168616436,81,224,COMPLETE
23,0.1594643075199791,2025-12-08 03:28:45.608695,2025-12-08 03:40:28.498742,0 days 00:11:42.890047,0.8948659743354804,5,0.8854919200890046,0.09882132199126066,92,195,COMPLETE
24,0.15931068914687635,2025-12-08 03:40:28.500626,2025-12-08 03:51:11.518809,0 days 00:10:43.018183,0.8477945852084197,4,0.8442525287382097,0.061209066673180546,72,173,COMPLETE
25,0.16321249420964015,2025-12-08 03:51:11.520456,2025-12-08 04:02:06.021915,0 days 00:10:54.501459,0.8566146914509356,3,0.8420178228040941,0.02967463968462666,72,159,COMPLETE
26,0.16612188641534903,2025-12-08 04:02:06.023878,2025-12-08 04:14:10.203427,0 days 00:12:04.179549,0.9103295067282876,4,0.8048763802877353,0.01886694213329184,64,171,COMPLETE
27,0.1626516539013996,2025-12-08 04:14:10.205144,2025-12-08 04:21:46.477920,0 days 00:07:36.272776,0.9523209982430403,4,0.9023128958976918,0.07073719619755249,53,94,COMPLETE
28,0.19346797208727123,2025-12-08 04:21:46.479504,2025-12-08 04:34:31.711018,0 days 00:12:45.231514,0.7864961320727388,3,0.8566266957495876,0.00508743365000146,93,144,COMPLETE
29,0.16248990564410778,2025-12-08 04:34:31.712425,2025-12-08 04:44:38.331469,0 days 00:10:06.619044,0.8625624366477345,4,0.9398178510073321,0.04634448840398956,72,133,COMPLETE
30,0.1635135024392794,2025-12-08 04:44:38.334496,2025-12-08 04:59:31.323141,0 days 00:14:52.988645,0.9368558640606546,3,0.821996117199973,0.016223060337338644,61,238,COMPLETE
31,0.15983967610530964,2025-12-08 04:59:31.324641,2025-12-08 05:11:24.146825,0 days 00:11:52.822184,0.829889480831385,5,0.8746050247922807,0.05937485696715275,83,200,COMPLETE
32,0.15825137588012134,2025-12-08 05:11:24.148372,2025-12-08 05:24:44.204970,0 days 00:13:20.056598,0.894201707584251,4,0.8685304032307283,0.07792468967137973,82,230,COMPLETE
33,0.15772495022265695,2025-12-08 05:24:44.206421,2025-12-08 05:38:07.378158,0 days 00:13:23.171737,0.8904681769785067,4,0.861716953444862,0.08103916060888042,72,237,COMPLETE
34,0.15688364350804776,2025-12-08 05:38:07.379709,2025-12-08 05:50:50.968963,0 days 00:12:43.589254,0.891336373419272,4,0.8702760784603633,0.0773835857251113,55,225,COMPLETE
35,0.15689365544489958,2025-12-08 05:50:50.970580,2025-12-08 06:03:05.950814,0 days 00:12:14.980234,0.8869141453715225,4,0.857952816549637,0.07881185909595954,57,236,COMPLETE
36,0.15853227884180798,2025-12-08 06:03:05.954299,2025-12-08 06:16:10.550556,0 days 00:13:04.596257,0.8921567957310175,4,0.8669662918062365,0.03314808688962168,47,227,COMPLETE
37,0.15701482625901897,2025-12-08 06:16:10.552612,2025-12-08 06:29:46.559401,0 days 00:13:36.006789,0.8807296418263383,4,0.8559190574739486,0.045377485088958856,56,253,COMPLETE
38,0.16658801454785024,2025-12-08 06:29:46.563728,2025-12-08 06:44:55.205688,0 days 00:15:08.641960,0.8729420298615356,4,0.8565345417929665,0.011481291651828785,57,252,COMPLETE
39,0.15668888746035645,2025-12-08 06:44:55.207362,2025-12-08 06:57:41.585984,0 days 00:12:46.378622,0.907356229440487,4,0.8991665467859482,0.0446807742868976,39,241,COMPLETE
40,0.20072847931552626,2025-12-08 06:57:41.589091,2025-12-08 07:03:10.639981,0 days 00:05:29.050890,0.9698564545808916,4,0.921904421126568,0.027812123666631206,40,23,COMPLETE
41,0.1558384403692794,2025-12-08 07:03:10.641976,2025-12-08 07:16:04.444761,0 days 00:12:53.802785,0.9046045827251921,4,0.9018367769740792,0.04635044026286379,26,240,COMPLETE
42,0.1559225104583347,2025-12-08 07:16:04.447415,2025-12-08 07:28:36.486708,0 days 00:12:32.039293,0.9070386962650098,4,0.8982350777475118,0.045394081971808,23,244,COMPLETE
43,0.23588465870192388,2025-12-08 07:28:36.494101,2025-12-08 07:46:56.753649,0 days 00:18:20.259548,0.909769798185157,4,0.9995725983457547,0.0020018094749346092,23,221,COMPLETE
44,0.15672104470313813,2025-12-08 07:46:56.757294,2025-12-08 07:59:21.271918,0 days 00:12:24.514624,0.9401440365376563,4,0.9060265348573415,0.04727508268815932,15,240,COMPLETE
45,0.159227330005131,2025-12-08 07:59:21.274830,2025-12-08 08:10:22.124885,0 days 00:11:00.850055,0.9111079722844877,5,0.9009291616306208,0.039770465776488635,10,201,COMPLETE
46,0.16066694371153195,2025-12-08 08:10:22.126620,2025-12-08 08:24:46.420288,0 days 00:14:24.293668,0.9467993494358802,4,0.9374528382845091,0.021988148132793532,26,238,COMPLETE
47,0.17228821266599684,2025-12-08 08:24:46.422003,2025-12-08 08:31:19.087368,0 days 00:06:32.665365,0.9724299811841933,4,0.9697349355610047,0.05062749792422194,17,58,COMPLETE
48,0.16464712646883978,2025-12-08 08:31:19.088935,2025-12-08 08:45:50.802650,0 days 00:14:31.713715,0.9392110779899597,5,0.8951722533101159,0.015055502587879103,34,220,COMPLETE
49,0.1583792928552783,2025-12-08 08:45:50.805885,2025-12-08 09:04:12.919058,0 days 00:18:22.113173,0.9893095773373587,4,0.9148759139413235,0.028824602867278712,27,256,COMPLETE
